POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA4115,1493,56,0,25,0,1572,2756,158,3,0,8,2926,780,243,30,0,0,1054,32,13,0,0,0,48,179,77,10,0,0,267,8,9,0,0,0,12,13,12,0,20,0,49,11,3,0,0,0,15,1017,364,39,27,0,1442,36,0,0,3,0,35,93,13,0,3,0,111,5387,595,41,55,6,6086
POA4116,1865,155,3,0,0,2027,2908,556,4,0,3,3468,852,721,7,0,3,1577,13,34,0,0,0,40,222,158,4,0,0,384,13,26,0,0,0,46,23,30,3,0,0,50,17,13,0,0,0,25,1130,976,11,0,3,2119,24,28,0,0,0,49,109,41,0,0,0,157,6034,1762,16,0,4,7830
POA4117,50,0,0,0,0,52,187,7,0,0,0,200,102,8,0,0,0,111,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,126,12,0,0,0,137,0,0,0,0,0,0,12,0,0,0,0,12,375,18,0,3,3,396
POA4118,1981,40,8,0,4,2035,4200,73,14,0,5,4295,1633,399,25,0,3,2062,197,20,0,0,0,215,523,86,8,0,0,614,4,10,0,0,0,19,36,20,0,0,0,57,31,11,0,0,0,39,2426,544,29,0,3,3001,27,0,0,0,3,28,176,18,0,3,0,193,8804,675,50,8,12,9547
POA4119,433,21,0,0,0,447,858,57,0,0,3,920,250,155,14,0,0,420,11,31,3,0,0,50,100,23,9,0,0,130,0,0,0,0,0,0,6,3,0,0,0,11,6,0,0,0,0,6,371,215,23,0,0,617,3,3,0,0,0,5,27,8,0,0,0,37,1697,297,28,0,3,2024
POA4120,396,35,138,0,3,575,603,76,256,0,0,932,317,171,953,0,20,1457,4,9,194,0,0,211,135,30,206,0,0,377,4,0,10,0,0,16,7,0,9,0,0,17,9,0,11,0,0,16,477,214,1384,3,18,2092,7,0,8,0,0,16,27,7,51,0,0,87,1510,328,1826,3,24,3697
POA4121,2416,32,67,14,3,2526,3242,80,105,35,7,3470,982,128,394,19,6,1536,281,47,146,0,0,479,349,44,63,4,0,460,12,3,10,0,0,28,10,7,13,0,0,24,28,0,6,0,0,40,1663,232,631,23,11,2560,35,0,3,0,0,36,134,8,33,3,7,189,7489,358,837,75,27,8792
POA4122,4296,209,149,4,4,4664,4473,414,268,3,13,5165,1611,531,733,3,7,2887,432,83,295,0,0,812,631,159,199,0,3,995,33,34,42,0,0,107,32,23,35,0,0,88,43,6,16,0,0,67,2781,833,1314,3,23,4952,83,54,28,0,0,163,226,20,55,0,7,313,11860,1529,1810,12,42,15247
POA4123,1650,94,31,30,3,1808,2727,161,10,0,0,2899,661,191,23,0,3,884,91,16,3,0,0,113,291,58,3,0,3,353,4,4,0,0,0,11,24,8,0,17,0,45,14,3,0,0,0,15,1085,284,32,15,7,1414,14,3,52,0,0,68,98,10,5,3,0,113,5571,549,131,47,7,6313
POA4124,1157,76,0,4,3,1239,3149,12,0,4,9,3174,730,77,3,0,5,807,125,0,0,0,0,126,255,14,0,0,0,270,0,4,0,0,0,4,16,5,0,0,3,28,17,0,0,0,0,20,1150,103,3,3,10,1262,24,62,0,0,0,90,105,14,0,0,0,119,5590,264,4,10,16,5881
POA4125,992,51,0,26,3,1075,871,5,0,0,0,874,193,15,0,0,0,207,3,0,0,0,0,3,59,3,0,5,0,65,0,0,0,0,0,0,25,3,0,29,0,59,3,0,0,0,0,4,285,20,0,33,4,335,15,0,0,0,0,15,69,0,0,4,5,82,2239,74,0,62,10,2384
POA4127,2035,195,59,39,7,2336,3060,327,14,3,0,3405,1011,677,47,3,3,1748,298,58,4,0,0,365,432,154,44,0,3,643,10,14,6,0,0,33,45,22,18,41,3,126,29,7,5,0,0,39,1827,940,124,49,8,2953,24,25,24,0,0,78,139,25,12,3,5,191,7088,1516,235,96,18,8956
POA4128,1292,31,45,25,0,1396,2615,59,99,0,9,2775,522,116,110,0,0,755,15,25,9,0,0,42,209,33,29,0,0,273,0,0,0,0,0,0,17,5,3,22,0,51,12,0,0,0,0,10,771,180,151,22,0,1124,11,0,0,0,0,16,87,4,9,3,0,99,4772,278,304,47,6,5412
POA4129,415,0,0,0,0,416,972,9,0,0,0,984,360,23,0,0,0,383,26,3,0,0,0,31,129,10,0,0,0,134,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,520,36,0,0,3,557,5,0,0,0,0,5,47,0,0,0,0,47,1963,46,0,0,3,2011
POA4130,743,22,8,67,0,843,1391,42,0,3,3,1439,159,40,8,0,0,210,3,0,0,0,0,3,92,32,0,0,3,129,0,0,0,0,0,3,9,0,0,18,0,27,7,0,0,0,0,7,280,73,9,20,4,383,7,0,4,0,0,13,49,0,0,11,0,55,2466,139,26,96,8,2733
POA4131,479,15,10,0,0,506,870,40,27,0,3,935,678,215,130,0,12,1041,272,46,17,0,3,336,143,63,10,0,0,220,3,9,5,0,0,19,13,20,7,0,0,41,9,3,3,0,0,14,1115,359,180,0,15,1667,6,0,0,0,0,6,67,12,8,0,6,100,2536,426,220,0,33,3217
POA4132,974,7,0,0,0,987,2522,25,0,15,0,2565,1968,476,9,14,13,2477,289,51,0,3,0,347,423,34,15,3,4,471,8,5,18,0,3,35,40,15,14,0,3,68,18,7,9,0,0,35,2739,581,61,18,20,3428,26,0,0,0,0,26,183,29,7,3,3,221,6451,650,67,39,30,7236
POA4133,1236,44,70,26,7,1377,1857,82,13,0,9,1963,1239,330,46,3,3,1619,91,74,15,0,0,181,198,42,25,6,4,270,4,8,25,0,0,37,38,9,6,87,0,144,21,4,5,0,0,31,1590,461,119,95,12,2280,39,0,14,0,0,52,146,20,12,8,3,193,4872,609,229,129,26,5863
POA4151,964,58,465,0,3,1490,1248,117,555,0,4,1924,448,243,1433,0,13,2134,7,67,132,0,0,211,149,41,303,0,0,494,3,5,9,0,0,20,5,3,17,0,0,28,8,0,9,0,0,13,619,369,1898,6,11,2904,15,0,80,0,0,95,55,13,75,0,0,145,2900,550,3081,5,23,6552
POA4152,4639,460,164,3,4,5271,4735,802,171,0,13,5728,1546,1151,315,9,22,3039,309,135,64,0,0,521,487,250,49,0,0,789,14,21,16,0,0,49,33,18,3,0,0,55,45,17,0,0,0,59,2440,1597,451,9,24,4506,33,14,58,0,0,106,223,52,24,0,3,315,12074,2927,871,10,43,15930
POA4153,483,3,0,0,0,485,621,31,0,0,0,649,125,60,0,0,0,191,0,15,0,0,0,21,38,29,0,0,0,65,0,3,0,0,0,3,0,0,0,3,0,8,5,0,0,0,0,9,177,109,0,3,0,289,9,0,0,0,0,9,23,3,0,0,0,30,1301,148,0,3,0,1455
POA4154,689,31,0,5,0,730,1681,69,0,5,0,1755,397,212,0,0,0,607,3,12,0,0,0,16,66,43,0,0,0,108,3,5,0,0,0,11,0,11,0,0,0,8,5,0,0,0,0,7,484,273,0,3,0,758,11,0,0,0,0,11,48,0,0,0,0,46,2907,371,0,19,3,3299
POA4155,187,0,0,4,0,195,169,0,0,3,0,174,13,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,3,0,33,0,0,0,0,0,0,8,0,0,0,0,12,399,0,0,5,0,409
POA4156,342,3,0,3,6,346,451,18,0,0,0,467,46,8,0,0,0,52,0,0,0,0,0,0,30,0,0,0,0,32,0,4,0,0,0,4,3,0,0,0,0,4,5,0,0,0,0,5,77,10,0,0,0,95,4,0,0,0,0,4,15,0,0,0,0,12,891,31,0,3,8,931
POA4157,1790,226,14,46,0,2080,2643,237,0,3,5,2896,544,334,21,0,3,900,79,209,37,0,0,324,268,81,9,0,0,358,6,11,0,0,0,19,10,13,0,18,0,40,16,9,0,0,0,32,925,649,67,19,10,1677,19,3,0,0,0,22,103,43,3,3,3,151,5483,1155,88,76,22,6820
POA4158,278,92,5,117,0,483,377,141,3,0,0,526,134,150,12,0,0,291,28,16,0,0,0,49,51,63,3,4,0,116,0,3,0,0,0,5,0,5,0,14,0,17,0,3,0,0,0,6,214,239,13,19,0,486,3,0,0,0,0,3,19,12,0,9,0,34,883,485,18,145,0,1530
POA4159,1459,134,31,63,0,1683,1928,58,42,0,0,2022,496,87,35,0,0,619,49,53,24,0,0,125,201,10,13,0,0,224,0,16,8,0,0,23,11,3,4,0,0,17,9,5,0,0,0,17,763,171,81,0,3,1016,23,91,0,0,0,112,78,15,5,0,3,103,4243,462,160,69,4,4940
POA4160,1973,135,149,0,8,2264,2443,71,38,0,22,2577,681,172,54,5,13,925,32,26,24,0,0,90,219,51,26,0,11,307,3,3,3,0,0,9,6,3,0,0,0,11,12,5,0,0,0,23,950,262,112,5,29,1357,14,0,13,0,0,29,83,12,18,0,7,118,5464,486,329,5,65,6347
POA4161,1476,47,0,0,0,1522,2651,37,3,0,0,2691,549,52,8,0,5,612,170,55,25,0,0,251,286,8,0,0,3,303,7,36,0,0,0,46,15,0,0,0,0,13,5,0,0,0,0,6,1041,153,33,0,10,1235,13,33,0,0,3,45,100,6,0,0,0,107,5278,274,39,0,8,5602
POA4163,1563,333,240,0,8,2147,1270,175,119,0,3,1565,562,333,254,3,0,1152,24,157,203,0,0,380,176,109,64,0,4,352,5,5,13,0,0,27,11,5,4,0,0,22,13,8,4,0,0,22,779,617,548,7,7,1959,4,74,25,0,0,103,85,48,27,0,32,195,3696,1255,965,7,44,5963
POA4164,1248,31,0,0,0,1285,2179,25,4,0,3,2208,616,105,4,0,3,736,27,0,5,0,0,32,162,16,3,0,0,181,3,3,71,0,13,96,5,3,3,0,3,15,6,0,3,0,0,15,832,130,92,0,23,1072,57,20,24,0,3,101,67,9,7,0,4,78,4370,213,125,3,31,4744
POA4165,3257,165,140,0,6,3575,5303,77,31,0,3,5416,1787,98,57,0,3,1938,97,0,63,0,0,158,479,42,19,0,3,545,6,8,46,0,0,64,27,8,4,0,0,41,23,6,0,0,0,28,2426,154,190,0,5,2771,41,148,207,0,3,405,229,28,23,0,3,281,11257,579,591,0,18,12447
POA4169,364,30,644,10,0,1050,512,48,636,0,0,1202,361,92,1844,3,7,2307,3,17,274,0,0,298,159,19,477,0,0,659,5,0,25,0,3,37,20,0,38,0,3,55,9,0,23,0,0,31,559,135,2680,4,12,3386,6,0,15,0,0,23,56,16,130,0,4,202,1497,226,4102,17,18,5861
POA4170,1532,160,142,89,3,1923,2498,440,326,7,10,3278,972,718,927,3,20,2634,93,138,142,0,0,377,310,110,150,0,0,575,6,0,0,0,0,10,19,5,3,13,0,33,28,4,8,3,0,38,1427,973,1230,15,18,3666,21,7,5,0,0,31,134,36,35,10,3,221,5608,1618,1738,117,37,9112
POA4171,1037,113,200,0,6,1355,1409,236,295,0,3,1942,520,294,889,0,3,1703,10,30,120,0,0,160,151,60,187,0,0,402,4,0,3,0,0,8,6,3,4,0,0,17,11,3,3,0,0,13,699,395,1211,0,4,2307,14,3,8,0,0,17,63,9,36,0,0,107,3210,751,1745,0,14,5721
POA4172,299,14,0,9,0,315,532,74,4,0,3,609,236,90,17,0,0,345,56,3,0,0,0,62,62,16,3,0,0,82,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,6,368,114,23,0,0,504,0,0,0,0,0,3,30,4,0,0,0,41,1229,203,26,6,3,1472
POA4173,834,59,3,0,3,899,1085,149,8,0,4,1243,331,159,40,0,0,532,28,13,3,0,0,41,139,60,11,0,0,217,3,4,0,0,0,6,13,3,0,0,0,13,7,0,0,0,0,7,517,244,59,0,0,818,12,0,0,0,0,8,43,8,0,0,0,52,2487,464,64,0,6,3020
POA4174,174,8,0,0,0,181,393,30,0,0,0,418,98,23,0,0,0,119,6,8,0,0,0,16,40,14,0,0,0,54,0,0,0,0,0,3,3,3,0,0,0,8,6,3,0,0,0,9,161,44,0,0,3,213,3,3,0,0,0,3,7,3,0,0,0,13,742,85,0,0,3,835
POA4178,2252,165,97,0,0,2517,2904,212,64,0,10,3189,1181,485,253,0,6,1924,170,220,201,0,0,592,338,171,65,3,3,576,15,23,3,0,0,46,14,20,9,0,0,45,18,15,10,0,0,46,1734,940,534,3,18,3230,34,0,0,0,0,35,152,234,35,0,8,434,7081,1557,730,7,28,9403
POA4179,1912,173,32,86,4,2205,2451,170,31,12,3,2671,770,268,114,4,4,1161,88,97,31,0,0,222,225,85,19,0,0,325,13,11,0,0,0,32,11,11,0,0,0,25,15,6,0,0,0,19,1126,479,161,8,4,1777,26,139,5,4,3,180,101,35,10,3,4,149,5611,995,250,103,19,6977
POA4183,307,5,4,28,0,347,145,5,3,3,7,159,49,0,21,0,0,72,21,0,0,0,0,23,95,3,10,3,3,115,36,0,3,0,0,37,11,0,0,13,0,20,7,0,0,0,0,11,218,7,38,16,3,282,3,0,0,4,0,9,26,0,0,3,0,33,704,13,47,61,10,832
POA4184,1304,0,0,3,10,1322,781,0,0,0,0,786,631,0,3,6,6,644,0,0,0,0,0,0,302,3,0,0,4,307,0,0,0,0,0,0,13,0,0,0,0,13,19,0,0,0,0,20,970,3,3,10,7,988,21,0,0,0,0,21,114,0,0,3,0,114,3187,3,3,15,16,3227
POA4205,716,21,22,0,0,760,560,15,3,0,0,574,219,84,0,0,0,304,65,15,0,0,0,77,110,10,0,0,3,121,7,3,3,0,0,12,27,0,0,0,0,28,13,0,0,0,0,13,439,113,3,0,3,564,9,10,7,0,0,29,52,10,7,0,0,69,1783,167,45,0,9,2001
POA4207,4066,372,34,49,11,4528,6306,282,65,7,10,6669,3288,1179,402,0,6,4876,463,126,171,0,0,759,915,181,35,0,4,1136,21,23,10,0,0,53,120,37,6,4,0,170,67,24,3,0,3,91,4875,1570,628,4,13,7092,79,28,4,0,0,114,399,90,33,5,8,540,15717,2344,765,70,42,18940
POA4208,1166,41,5,14,0,1225,2694,88,19,3,4,2809,1369,156,11,0,4,1548,25,0,0,0,0,21,222,33,10,0,3,264,4,3,0,0,0,5,27,0,0,0,0,28,12,0,0,0,0,14,1658,187,27,5,12,1885,15,5,0,0,0,16,114,9,0,0,0,119,5646,324,53,14,18,6059
POA4209,1187,216,3,38,8,1449,4608,474,4,4,9,5104,4892,1752,64,5,24,6733,86,67,9,0,4,161,457,274,18,6,3,755,28,30,7,0,0,59,42,43,7,5,3,102,22,14,3,0,4,42,5520,2165,104,22,31,7850,29,29,0,0,0,64,203,63,4,3,3,270,11555,2948,111,67,50,14736
POA4210,982,193,3,3,0,1179,2904,399,6,3,0,3310,817,348,5,0,3,1180,14,19,0,0,0,33,169,123,0,3,0,293,0,3,0,0,0,7,17,11,0,0,0,29,14,3,0,0,0,20,1038,498,11,3,5,1551,11,3,0,0,0,21,89,27,0,0,0,118,5026,1121,15,8,11,6183
POA4211,3651,856,141,149,8,4803,7645,971,168,12,10,8799,1992,1603,304,3,4,3911,230,146,81,0,0,463,721,533,95,3,3,1360,18,45,47,0,0,116,80,70,10,260,0,418,40,27,13,3,0,84,3083,2425,555,272,10,6347,69,168,37,3,0,273,318,142,44,26,8,539,14767,4566,944,459,33,20771
POA4212,2379,491,177,89,9,3145,3266,378,133,18,11,3802,986,396,367,0,3,1755,36,3,0,0,0,40,277,153,60,4,0,501,3,0,0,0,0,4,34,12,6,9,0,52,11,7,3,0,0,23,1348,574,437,11,7,2380,54,26,46,0,0,131,166,40,23,6,4,239,7216,1507,820,125,24,9695
POA4213,2362,190,7,10,3,2564,4308,214,19,3,8,4552,703,233,15,0,3,960,113,27,9,0,0,148,398,120,11,3,7,539,7,3,0,0,0,6,30,11,0,13,0,63,30,3,0,0,0,38,1289,395,38,27,14,1750,44,4,0,0,0,47,169,22,3,3,125,323,8164,817,71,38,148,9234
POA4214,2967,497,70,4,7,3532,4243,410,92,3,5,4746,1663,596,112,0,3,2368,180,47,29,0,0,261,575,222,83,0,4,886,11,32,9,0,0,51,87,34,23,0,4,146,38,12,0,0,0,51,2551,942,257,3,11,3769,37,68,5,0,0,112,245,75,27,0,45,386,10039,1983,452,4,65,12545
POA4215,1557,1181,1313,52,21,4126,1706,1467,886,3,23,4093,962,2270,3786,0,32,7053,206,510,548,0,6,1270,438,731,982,0,16,2166,10,45,138,0,0,198,31,59,130,3,18,243,29,34,57,0,3,123,1673,3658,5644,8,75,11054,33,15,92,3,0,139,173,315,345,3,41,873,5137,6638,8264,75,168,20282
POA4216,3175,1042,933,245,27,5420,2378,975,582,7,6,3949,898,1294,1409,3,5,3608,22,101,107,0,14,244,349,483,442,3,0,1278,5,21,18,0,0,42,63,100,33,18,5,218,31,21,28,4,0,85,1368,2016,2034,30,21,5470,28,49,45,0,0,132,211,103,115,13,4,440,7164,4184,3709,292,65,15415
POA4217,1748,525,2049,50,35,4411,1745,448,1409,9,19,3635,540,561,3986,0,39,5125,0,4,15,0,0,20,210,213,1271,3,20,1709,0,13,42,0,0,53,7,27,157,3,3,196,10,10,95,3,0,120,773,827,5569,7,60,7234,28,29,49,0,0,106,107,43,313,5,16,487,4395,1868,9393,73,136,15868
POA4218,2188,508,1020,43,10,3775,2173,452,838,3,8,3477,763,746,2018,7,12,3541,0,16,22,0,0,44,282,282,514,3,6,1087,0,0,13,0,0,20,13,27,73,25,0,138,16,17,23,0,0,56,1077,1095,2660,33,19,4884,28,9,28,3,0,60,149,66,148,3,9,380,5616,2132,4692,90,45,12572
POA4220,2431,751,688,17,7,3892,2591,864,511,5,8,3981,689,650,1039,4,6,2390,23,49,141,0,0,218,323,300,370,3,7,1002,0,7,14,0,0,23,35,17,43,3,6,92,28,15,24,0,0,70,1101,1041,1624,8,23,3794,41,8,14,0,3,74,160,91,107,3,3,365,6321,2761,2953,29,40,12102
POA4221,2223,552,338,36,6,3162,2627,473,358,0,4,3460,657,483,878,0,12,2033,32,48,183,0,0,268,309,196,304,3,4,820,4,3,10,0,0,21,21,15,30,0,3,70,26,12,22,0,0,65,1053,766,1426,6,24,3274,26,18,12,0,0,47,143,54,83,3,3,287,6071,1866,2214,51,36,10232
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,1323,299,150,3,3,1776,1507,231,107,6,0,1849,236,216,171,0,4,634,76,66,9,0,0,152,186,104,81,0,3,374,3,5,3,0,0,10,14,20,8,0,0,41,17,7,4,0,0,30,541,415,276,0,9,1241,11,21,0,0,0,31,75,42,21,0,0,139,3465,1000,548,4,20,5040
POA4224,420,131,140,0,0,686,556,184,125,0,3,868,116,201,236,4,3,552,4,21,11,0,0,34,61,79,89,3,5,237,0,0,3,0,0,3,3,14,13,0,0,21,4,3,4,0,0,8,187,312,355,6,8,863,3,0,6,0,0,13,34,19,8,0,0,65,1195,648,630,9,11,2488
POA4225,239,49,688,55,4,1043,167,43,344,3,0,559,78,69,942,5,7,1104,0,34,88,0,0,128,50,22,251,0,0,319,0,0,0,0,0,0,0,3,20,0,3,29,0,0,17,3,3,18,124,131,1321,5,11,1597,5,0,10,3,0,25,19,8,87,9,4,125,557,232,2449,83,25,3340
POA4226,2537,662,171,0,4,3374,2847,719,98,0,5,3667,1121,1309,252,0,10,2694,29,7,4,0,0,41,296,460,114,0,6,869,9,17,16,0,0,45,17,64,27,0,0,109,33,16,21,0,0,68,1505,1875,437,3,10,3830,25,12,96,0,0,128,143,80,56,0,0,283,7055,3343,858,7,21,11281
POA4227,938,428,80,3,0,1447,1898,893,98,0,0,2894,667,864,481,0,3,2020,129,104,24,0,0,254,168,272,158,0,0,605,3,13,8,0,0,27,15,36,31,0,0,84,12,8,12,0,0,27,993,1300,713,3,3,3012,9,11,0,0,0,22,69,58,20,0,0,147,3911,2696,919,4,4,7525
POA4228,532,24,0,0,0,556,748,17,0,0,3,768,54,0,0,0,0,59,0,0,0,0,0,0,82,3,0,0,0,86,0,3,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,6,150,4,0,4,0,160,10,9,0,0,0,13,29,0,0,0,0,35,1470,52,3,4,3,1537
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,16,101,102,0,0,217,0,68,36,0,0,106,3,109,186,0,0,304,0,0,0,0,0,0,0,38,46,0,0,87,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,4,3,161,237,0,0,401,0,3,0,0,0,0,0,6,8,0,0,14,18,330,384,0,0,737
POA4270,276,3,0,0,0,281,739,0,0,0,0,743,83,0,0,0,0,79,0,0,0,0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,4,147,0,0,0,0,147,9,0,0,0,0,9,26,0,0,0,0,24,1190,4,0,0,5,1202
POA4271,364,3,3,3,0,371,462,0,3,7,0,468,127,3,3,0,0,142,0,0,0,0,0,0,69,0,0,11,0,79,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,211,3,5,9,0,230,3,0,0,0,0,3,11,0,0,0,0,18,1049,14,15,23,0,1093
